frame_id,left_detected,right_detected,left_conf,right_conf,lat_offset_m
88,1,1,1.000,1.000,-0.4385
89,1,1,1.000,1.000,-0.4165
90,1,1,1.000,1.000,-0.4376
91,1,1,1.000,1.000,-0.4275
92,1,1,1.000,1.000,-0.4209
93,1,1,1.000,1.000,-0.4200
94,1,1,1.000,1.000,-0.4277
95,1,1,1.000,1.000,-0.4545
96,1,1,1.000,1.000,-0.4070
97,1,1,1.000,1.000,-0.3548
98,1,1,1.000,1.000,-0.3692
99,1,1,1.000,1.000,-0.3430
100,1,1,1.000,1.000,-0.3460
101,1,1,1.000,1.000,-0.3600
102,1,1,1.000,1.000,-0.3288
103,1,1,1.000,1.000,-0.3351
104,1,1,1.000,1.000,-0.2888
105,1,1,1.000,1.000,-0.2607
106,1,1,1.000,1.000,-0.2785
107,1,1,1.000,1.000,-0.3717
108,1,1,1.000,1.000,-0.4045
109,1,1,1.000,1.000,-0.3829
110,1,1,1.000,1.000,-0.3710
111,1,1,1.000,1.000,-0.3312
112,1,1,1.000,1.000,-0.2756
113,1,1,1.000,1.000,-0.1844
114,1,1,1.000,1.000,-0.1370
115,1,1,1.000,1.000,-0.1477
116,1,1,1.000,1.000,-0.1850
117,1,1,1.000,1.000,-0.1511
118,1,1,1.000,1.000,-0.1734
119,1,1,1.000,1.000,-0.1875
120,1,1,1.000,1.000,-0.1855
121,1,1,1.000,1.000,-0.1987
122,1,1,1.000,1.000,-0.2719
123,1,1,1.000,1.000,-0.2705
124,1,1,1.000,1.000,-0.3293
125,1,1,1.000,1.000,-0.3339
126,1,1,1.000,1.000,-0.4314
127,1,1,1.000,1.000,-0.4141
128,1,1,1.000,1.000,-0.3800
129,1,1,1.000,1.000,-0.3809
130,1,1,1.000,1.000,-0.4033
131,1,1,1.000,1.000,-0.4265
132,1,1,1.000,1.000,-0.4239
133,1,1,1.000,1.000,-0.4928
134,1,1,1.000,1.000,-0.4361
135,1,1,1.000,1.000,-0.5540
136,1,1,1.000,1.000,-0.5646
137,1,1,1.000,1.000,-0.5635
138,1,1,1.000,1.000,-0.6347
139,1,1,1.000,1.000,-0.6418
140,1,1,1.000,1.000,-0.6428
141,1,1,1.000,1.000,-0.6133
142,1,1,1.000,1.000,-0.5490
143,1,1,1.000,1.000,-0.4625
144,1,1,1.000,1.000,-0.4431
145,1,1,1.000,1.000,-0.4070
146,1,1,1.000,1.000,-0.4708
147,1,1,1.000,1.000,-0.4795
148,1,1,1.000,1.000,-0.4445
149,1,1,1.000,1.000,-0.6286
150,1,1,1.000,1.000,-0.6634
151,1,1,1.000,1.000,-0.6240
152,1,1,1.000,1.000,-0.5379
153,1,1,1.000,1.000,-0.5014
154,1,1,1.000,1.000,-0.4414
155,1,1,1.000,1.000,-0.4066
156,1,1,1.000,1.000,-0.4541
157,1,1,1.000,1.000,-0.4709
158,1,1,1.000,1.000,-0.4525
159,1,1,1.000,1.000,-0.5046
160,1,1,1.000,1.000,-0.5367
161,1,1,1.000,1.000,-0.4961
162,1,1,1.000,1.000,-0.5188
163,1,1,1.000,1.000,-0.5475
164,1,1,1.000,1.000,-0.5790
165,1,1,1.000,1.000,-0.5724
166,1,1,1.000,1.000,-0.6121
167,1,1,1.000,1.000,-0.6360
168,1,1,1.000,1.000,-0.6540
169,1,1,1.000,1.000,-0.6181
170,1,1,1.000,1.000,-0.6233
171,1,1,1.000,1.000,-0.6518
172,1,1,1.000,1.000,-0.5898
173,1,1,1.000,1.000,-0.5725
174,1,1,1.000,1.000,-0.5693
175,1,1,1.000,1.000,-0.5736
176,1,1,1.000,1.000,-0.6343
177,1,1,1.000,1.000,-0.6145
178,1,1,1.000,1.000,-0.5982
179,1,1,1.000,1.000,-0.5771
180,1,1,1.000,1.000,-0.5656
181,1,1,1.000,1.000,-0.5913
182,1,1,1.000,1.000,-0.3586
183,1,1,1.000,1.000,-0.4395
184,1,1,1.000,1.000,-0.4502
185,1,1,1.000,1.000,-0.4932
186,1,1,1.000,1.000,-0.3172
187,1,1,1.000,1.000,-0.3269
188,1,1,1.000,1.000,-0.3489
189,1,1,1.000,1.000,-0.3597
190,1,1,1.000,1.000,-0.3402
191,1,1,1.000,1.000,-0.4132
192,1,1,1.000,1.000,-0.3968
193,1,1,1.000,1.000,-0.3461
194,1,1,1.000,1.000,-0.3145
195,1,1,1.000,1.000,-0.3215
196,1,1,1.000,1.000,-0.3436
197,1,1,1.000,1.000,-0.3947
198,1,1,1.000,1.000,-0.4154
199,1,1,1.000,1.000,-0.4261
200,1,1,1.000,1.000,-0.4241
201,1,1,1.000,1.000,-0.4161
202,1,1,1.000,1.000,-0.4108
203,1,1,1.000,1.000,-0.3933
204,1,1,1.000,1.000,-0.3676
205,1,1,1.000,1.000,-0.3710
206,1,1,1.000,1.000,-0.3625
207,1,1,1.000,1.000,-0.3827
208,1,1,1.000,1.000,-0.4117
209,1,1,1.000,1.000,-0.3898
210,1,1,1.000,1.000,-0.3743
211,1,1,1.000,1.000,-0.4330
212,1,1,1.000,1.000,-0.4927
213,1,1,1.000,1.000,-0.4647
214,1,1,1.000,1.000,-0.4300
215,1,1,1.000,1.000,-0.4219
216,1,1,1.000,1.000,-0.4027
217,1,1,1.000,1.000,-0.3651
218,1,1,1.000,1.000,-0.4071
219,1,1,1.000,1.000,-0.4020
220,1,1,1.000,1.000,-0.3836
221,1,1,1.000,1.000,-0.2004
222,1,1,1.000,1.000,-0.0845
223,1,1,1.000,1.000,-0.1688
224,1,1,1.000,1.000,-0.1881
225,1,1,1.000,1.000,-0.0519
226,1,1,1.000,1.000,0.0428
227,1,1,1.000,1.000,-0.0617
228,1,1,1.000,1.000,-0.1283
229,1,1,1.000,1.000,-0.0030
230,1,1,1.000,1.000,-0.0671
231,1,1,1.000,1.000,0.0582
232,1,1,1.000,1.000,0.1292
233,1,1,1.000,1.000,0.0217
234,1,1,1.000,1.000,-0.0621
235,1,1,1.000,1.000,-0.1212
236,1,1,1.000,1.000,-0.1680
237,1,1,1.000,1.000,-0.2097
238,1,1,1.000,1.000,-0.2048
239,1,1,1.000,1.000,-0.2253
240,1,1,1.000,1.000,-0.2423
241,1,1,1.000,1.000,-0.2574
242,1,1,1.000,1.000,-0.2483
243,1,1,1.000,1.000,-0.3094
244,1,1,1.000,1.000,-0.3239
245,1,1,1.000,1.000,-0.3847
246,1,1,1.000,1.000,-0.3592
247,1,1,1.000,1.000,-0.3759
248,1,1,1.000,1.000,-0.3574
249,1,1,1.000,1.000,-0.3124
250,1,1,1.000,1.000,-0.3485
251,1,1,1.000,1.000,-0.3466
252,1,1,1.000,1.000,-0.2794
253,1,1,1.000,1.000,-0.3068
254,1,1,1.000,1.000,-0.2894
255,1,1,1.000,1.000,-0.2474
256,1,1,1.000,1.000,-0.3114
257,1,1,1.000,1.000,-0.3180
258,1,1,1.000,1.000,-0.3079
259,1,1,1.000,1.000,-0.2750
260,1,1,1.000,1.000,-0.2157
261,1,1,1.000,1.000,-0.1683
262,1,1,1.000,1.000,-0.1930
263,1,1,1.000,1.000,-0.2413
264,1,1,1.000,1.000,-0.3239
265,1,1,1.000,1.000,-0.4293
266,1,1,1.000,1.000,-0.4028
267,1,1,1.000,1.000,-0.3895
268,1,1,1.000,1.000,-0.3731
269,1,1,1.000,1.000,-0.3340
270,1,1,1.000,1.000,-0.3547
271,1,1,1.000,1.000,-0.3553
272,1,1,1.000,1.000,-0.3367
273,1,1,1.000,1.000,-0.3420
274,1,1,1.000,1.000,-0.3255
275,1,1,1.000,1.000,-0.3494
276,1,1,1.000,1.000,-0.3299
277,1,1,1.000,1.000,-0.3583
278,1,1,1.000,1.000,-0.3603
279,1,1,1.000,1.000,-0.3889
280,1,1,1.000,1.000,-0.3647
281,1,1,1.000,1.000,-0.3924
282,1,1,1.000,1.000,-0.3913
283,1,1,1.000,1.000,-0.3608
284,1,1,1.000,1.000,-0.3702
285,1,1,1.000,1.000,-0.3455
286,1,1,1.000,1.000,-0.3288
287,1,1,1.000,1.000,-0.3373
288,1,1,1.000,1.000,-0.3456
289,1,1,1.000,1.000,-0.3496
290,1,1,1.000,1.000,-0.3242
291,1,1,1.000,1.000,-0.3277
292,1,1,1.000,1.000,-0.2876
293,1,1,1.000,1.000,-0.2990
294,1,1,1.000,1.000,-0.2604
295,1,1,1.000,1.000,-0.2809
296,1,1,1.000,1.000,-0.2629
297,1,1,1.000,1.000,-0.3211
298,1,1,1.000,1.000,-0.2680
299,1,1,1.000,1.000,-0.3146
300,1,1,1.000,1.000,-0.3100
301,1,1,1.000,1.000,-0.3418
302,1,1,1.000,1.000,-0.3270
303,1,1,1.000,1.000,-0.3299
304,1,1,1.000,1.000,-0.3567
305,1,1,1.000,1.000,-0.3638
306,1,1,1.000,1.000,-0.3011
307,1,1,1.000,1.000,-0.2610
308,1,1,1.000,1.000,-0.2692
309,1,1,1.000,1.000,-0.2170
310,1,1,1.000,1.000,-0.2054
311,1,1,1.000,1.000,-0.2221
312,1,1,1.000,1.000,-0.1952
313,1,1,1.000,1.000,-0.2081
314,1,1,1.000,1.000,-0.2184
315,1,1,1.000,1.000,-0.2357
316,1,1,1.000,1.000,-0.2431
317,1,1,1.000,1.000,-0.2136
318,1,1,1.000,1.000,-0.2339
319,1,1,1.000,1.000,-0.2417
320,1,1,1.000,1.000,-0.2549
321,1,1,1.000,1.000,-0.2611
322,1,1,1.000,1.000,-0.2757
323,1,1,1.000,1.000,-0.2714
324,1,1,1.000,1.000,-0.2542
325,1,1,1.000,1.000,-0.2347
326,1,1,1.000,1.000,-0.2471
327,1,1,1.000,1.000,-0.2470
328,1,1,1.000,1.000,-0.2500
329,1,1,1.000,1.000,-0.2419
330,1,1,1.000,1.000,-0.2539
331,1,1,1.000,1.000,-0.2599
332,1,1,1.000,1.000,-0.2577
333,1,1,1.000,1.000,-0.2449
334,1,1,1.000,1.000,-0.2499
335,1,1,1.000,1.000,-0.1830
336,1,1,1.000,1.000,-0.1697
337,1,1,1.000,1.000,-0.1819
338,1,1,1.000,1.000,-0.1492
339,1,1,1.000,1.000,-0.1867
340,1,1,1.000,1.000,-0.2129
341,1,1,1.000,1.000,0.0146
342,1,1,1.000,1.000,-0.0758
343,1,1,1.000,1.000,-0.1290
344,1,1,1.000,1.000,-0.2224
345,1,1,1.000,1.000,-0.2516
346,1,1,1.000,1.000,-0.2734
347,1,1,1.000,1.000,-0.2685
348,1,1,1.000,1.000,-0.2864
349,1,1,1.000,1.000,-0.3245
350,1,1,1.000,1.000,-0.3455
351,1,1,1.000,1.000,-0.1433
352,1,1,1.000,1.000,-0.2011
353,1,1,1.000,1.000,-0.2467
354,1,1,1.000,1.000,-0.0606
355,1,1,1.000,1.000,-0.1688
356,1,1,1.000,1.000,-0.2156
357,1,1,1.000,1.000,-0.2456
358,1,1,1.000,1.000,-0.2866
359,1,1,1.000,1.000,-0.3242
360,1,1,1.000,1.000,-0.3568
361,1,1,1.000,1.000,-0.1938
362,1,1,1.000,1.000,-0.2287
363,1,1,1.000,1.000,-0.2842
364,1,1,1.000,1.000,-0.3021
365,1,1,1.000,1.000,-0.1293
366,1,1,1.000,1.000,-0.1580
367,1,1,1.000,1.000,0.0193
368,1,1,1.000,1.000,-0.0699
369,1,1,1.000,1.000,-0.0983
370,1,1,1.000,1.000,-0.1306
371,1,1,1.000,1.000,-0.1930
372,1,1,1.000,1.000,-0.2461
373,1,1,1.000,1.000,-0.2721
374,1,1,1.000,1.000,-0.3274
375,1,1,1.000,1.000,-0.3292
376,1,1,1.000,1.000,-0.3487
377,1,1,1.000,1.000,-0.3712
378,1,1,1.000,1.000,-0.3717
379,1,1,1.000,1.000,-0.3466
380,1,1,1.000,1.000,-0.3685
381,1,1,1.000,1.000,-0.1358
382,1,1,1.000,1.000,0.0228
383,1,1,1.000,1.000,-0.0310
384,1,1,1.000,1.000,-0.0895
385,1,1,1.000,1.000,0.0429
386,1,1,1.000,1.000,0.1864
387,1,1,1.000,1.000,0.3108
388,1,1,1.000,1.000,0.3986
389,1,1,1.000,1.000,0.4949
390,1,1,1.000,1.000,0.5464
391,1,1,1.000,1.000,0.6147
392,1,1,1.000,1.000,0.6449
393,1,1,1.000,1.000,0.6643
394,1,1,1.000,1.000,0.7154
395,1,1,0.968,1.000,0.4923
396,1,1,0.964,1.000,0.5597
397,1,1,0.971,1.000,0.6200
398,1,1,0.940,1.000,0.3529
399,1,1,0.952,1.000,0.4668
400,1,1,0.962,1.000,0.5117
401,1,1,0.969,1.000,0.3373
402,1,1,0.975,1.000,0.3886
403,1,1,0.973,1.000,0.2181
404,1,1,0.978,1.000,0.0637
405,1,1,0.975,1.000,-0.0004
406,1,1,0.937,1.000,-0.1551
407,1,1,0.950,1.000,-0.2322
408,1,1,0.960,1.000,-0.0252
409,1,1,0.968,1.000,0.1309
410,1,1,0.913,1.000,0.0364
411,1,1,0.930,1.000,0.1950
412,1,1,0.944,1.000,0.0950
413,1,1,0.955,1.000,0.2138
414,1,1,0.924,1.000,0.3332
415,1,1,0.876,1.000,0.1675
416,1,1,0.860,1.000,0.2707
417,1,1,0.848,1.000,0.3650
418,1,1,0.839,1.000,0.4271
419,1,1,0.798,1.000,0.1758
420,1,1,0.828,1.000,0.2758
421,1,1,0.852,1.000,0.3229
422,1,1,0.794,1.000,0.1682
423,1,1,0.747,1.000,0.0477
424,1,1,0.756,1.000,-0.1383
425,1,1,0.805,1.000,-0.0216
426,1,1,0.844,1.000,0.0908
427,1,1,0.875,1.000,0.1866
428,1,1,0.900,1.000,0.2627
429,1,1,0.862,1.000,0.1254
430,1,1,0.890,1.000,0.2243
431,1,1,0.912,1.000,0.2966
432,1,1,0.929,1.000,0.3613
433,1,1,0.944,1.000,0.4247
434,1,1,0.955,1.000,0.4516
435,1,1,0.964,1.000,0.4901
436,1,1,0.971,1.000,0.5049
437,1,1,0.977,1.000,0.4909
438,1,1,0.982,1.000,0.5066
439,1,1,0.985,1.000,0.5171
440,1,1,0.988,1.000,0.5202
441,1,1,0.991,1.000,0.5312
442,1,1,0.992,1.000,0.5092
443,1,1,0.994,1.000,0.5494
444,1,1,0.995,1.000,0.5498
445,1,1,0.996,1.000,0.5771
446,1,1,0.997,1.000,0.5883
447,1,1,0.998,1.000,0.6037
448,1,1,0.998,1.000,0.6224
449,1,1,0.998,1.000,0.6405
